"Date_evenement","Zone","Communes_a_envoi_dematerialise_Deces2020","Total_deces_2020","Communes_a_envoi_dematerialise_Deces2019","Total_deces_2019","Communes_a_envoi_dematerialise_Deces2018","Total_deces_2018"
"16/04/2020","Dept_21",917,990,652,716,740,812
"17/04/2020","Dept_21",934,1008,665,731,756,831
"18/04/2020","Dept_21",952,1028,680,746,771,847
"19/04/2020","Dept_21",973,1049,689,758,789,867
"20/04/2020","Dept_21",990,1066,713,783,804,883
"21/04/2020","Dept_21",1005,1082,729,800,824,903
"22/04/2020","Dept_21",1020,1098,737,809,832,912
"23/04/2020","Dept_21",1034,1115,754,828,848,930
"24/04/2020","Dept_21",1047,1129,768,844,863,945
"25/04/2020","Dept_21",1063,1145,779,858,870,952
"26/04/2020","Dept_21",1077,1160,792,871,889,971
"27/04/2020","Dept_21",1082,1165,811,892,901,983
"01/03/2020","Dept_22",20,20,21,25,17,18
"02/03/2020","Dept_22",42,45,46,50,45,50
"03/03/2020","Dept_22",62,65,62,68,68,74
"04/03/2020","Dept_22",86,90,80,86,87,93
"05/03/2020","Dept_22",103,108,98,106,117,125
"06/03/2020","Dept_22",125,131,115,125,142,150
"07/03/2020","Dept_22",143,152,127,139,159,170
"08/03/2020","Dept_22",157,167,139,152,171,182
"09/03/2020","Dept_22",177,187,161,174,193,206
"10/03/2020","Dept_22",190,202,178,192,216,230
"11/03/2020","Dept_22",208,223,200,216,236,252
"12/03/2020","Dept_22",219,236,214,230,265,282
"13/03/2020","Dept_22",235,254,234,253,289,307
"14/03/2020","Dept_22",252,276,248,270,305,327
"15/03/2020","Dept_22",274,300,260,285,326,351
"16/03/2020","Dept_22",293,320,286,312,350,378
"17/03/2020","Dept_22",311,339,300,328,375,404
"18/03/2020","Dept_22",331,359,323,353,395,425
"19/03/2020","Dept_22",351,380,339,373,415,448
"20/03/2020","Dept_22",372,402,361,396,438,473
"21/03/2020","Dept_22",388,420,380,416,456,493
"22/03/2020","Dept_22",408,440,402,438,474,512
"23/03/2020","Dept_22",430,463,427,466,494,536
"24/03/2020","Dept_22",445,479,445,486,513,555
"25/03/2020","Dept_22",462,497,462,505,535,577
"26/03/2020","Dept_22",490,525,478,526,547,591
"27/03/2020","Dept_22",513,549,501,551,565,610
"28/03/2020","Dept_22",537,577,521,572,588,635
"29/03/2020","Dept_22",555,596,542,595,608,657
"30/03/2020","Dept_22",578,620,563,617,632,683
"31/03/2020","Dept_22",601,644,576,631,655,707
"01/04/2020","Dept_22",620,663,589,645,670,724
"02/04/2020","Dept_22",643,687,607,663,691,745
"03/04/2020","Dept_22",667,711,623,681,713,768
"04/04/2020","Dept_22",685,730,644,704,732,787
"05/04/2020","Dept_22",702,748,668,728,754,809
"06/04/2020","Dept_22",727,776,683,746,781,836
"07/04/2020","Dept_22",751,802,702,767,797,853
"08/04/2020","Dept_22",774,827,724,790,811,867
"09/04/2020","Dept_22",800,853,740,807,831,889
"10/04/2020","Dept_22",821,876,762,830,852,911
"11/04/2020","Dept_22",849,906,788,858,873,933
"12/04/2020","Dept_22",863,922,808,880,890,950
"13/04/2020","Dept_22",878,938,817,889,908,969
"14/04/2020","Dept_22",894,956,829,902,930,991
"15/04/2020","Dept_22",916,981,850,923,943,1005
"16/04/2020","Dept_22",932,997,872,947,976,1042
"17/04/2020","Dept_22",946,1012,883,959,991,1059
"18/04/2020","Dept_22",962,1028,901,978,1013,1083
"19/04/2020","Dept_22",972,1038,921,1000,1036,1107
"20/04/2020","Dept_22",987,1055,936,1016,1055,1131
"21/04/2020","Dept_22",1004,1074,952,1034,1076,1154
"22/04/2020","Dept_22",1022,1093,976,1059,1085,1164
"23/04/2020","Dept_22",1035,1106,999,1083,1106,1187
"24/04/2020","Dept_22",1052,1127,1022,1106,1127,1211
"25/04/2020","Dept_22",1076,1151,1040,1127,1148,1234
"26/04/2020","Dept_22",1088,1164,1055,1143,1164,1253
"27/04/2020","Dept_22",1104,1180,1072,1160,1173,1264
"01/03/2020","Dept_23",5,5,3,3,13,13
"02/03/2020","Dept_23",10,10,7,8,17,17
"03/03/2020","Dept_23",14,15,10,12,25,28
"04/03/2020","Dept_23",22,23,18,21,28,35
"05/03/2020","Dept_23",25,27,20,25,33,40
"06/03/2020","Dept_23",31,34,26,32,34,42
"07/03/2020","Dept_23",38,41,31,38,37,47
"08/03/2020","Dept_23",39,43,36,43,43,54
"09/03/2020","Dept_23",43,47,38,47,47,58
"10/03/2020","Dept_23",50,56,41,50,51,63
"11/03/2020","Dept_23",53,59,42,52,56,68
"12/03/2020","Dept_23",56,64,43,54,60,73
"13/03/2020","Dept_23",59,69,47,58,61,74
"14/03/2020","Dept_23",66,77,50,62,65,81
"15/03/2020","Dept_23",70,83,53,65,71,87
"16/03/2020","Dept_23",76,89,58,70,75,91
"17/03/2020","Dept_23",81,97,60,73,78,95
"18/03/2020","Dept_23",86,102,65,79,82,101
"19/03/2020","Dept_23",93,111,68,83,84,104
"20/03/2020","Dept_23",99,118,73,88,90,112
"21/03/2020","Dept_23",102,121,81,97,92,115
"22/03/2020","Dept_23",104,124,88,106,104,127
"23/03/2020","Dept_23",109,130,90,109,108,132
"24/03/2020","Dept_23",113,134,93,114,111,138
"25/03/2020","Dept_23",121,142,97,118,115,144
"26/03/2020","Dept_23",122,143,103,126,120,151
"27/03/2020","Dept_23",127,151,105,129,123,154
"28/03/2020","Dept_23",133,158,109,133,130,161
"29/03/2020","Dept_23",136,164,113,140,134,169
"30/03/2020","Dept_23",139,168,117,147,137,174
"31/03/2020","Dept_23",141,170,119,151,142,180
"01/04/2020","Dept_23",149,178,125,157,145,184
"02/04/2020","Dept_23",154,186,130,165,148,189
"03/04/2020","Dept_23",162,197,142,180,151,194
"04/04/2020","Dept_23",166,202,144,183,158,203
"05/04/2020","Dept_23",170,210,146,185,162,207
"06/04/2020","Dept_23",174,215,148,190,165,211
"07/04/2020","Dept_23",179,222,151,194,170,218
"08/04/2020","Dept_23",185,228,158,201,171,219
"09/04/2020","Dept_23",187,230,162,207,175,223
"10/04/2020","Dept_23",193,238,162,207,183,232
"11/04/2020","Dept_23",198,243,165,211,185,236
"12/04/2020","Dept_23",200,245,167,213,187,240
"13/04/2020","Dept_23",202,247,171,219,191,244
"14/04/2020","Dept_23",207,254,173,221,193,246
"15/04/2020","Dept_23",208,256,179,229,198,251
"16/04/2020","Dept_23",214,265,185,236,203,256
"17/04/2020","Dept_23",221,274,190,242,204,258
"18/04/2020","Dept_23",225,278,192,244,206,260
"19/04/2020","Dept_23",230,284,197,249,207,262
"20/04/2020","Dept_23",234,288,203,255,211,267
"21/04/2020","Dept_23",238,292,208,262,217,274
"22/04/2020","Dept_23",244,298,216,272,221,279
"23/04/2020","Dept_23",247,302,223,279,224,282
"24/04/2020","Dept_23",250,305,226,282,228,286
"25/04/2020","Dept_23",255,310,227,284,229,288
"26/04/2020","Dept_23",257,313,230,289,232,293
"27/04/2020","Dept_23",259,315,233,292,239,300
"01/03/2020","Dept_24",10,11,8,10,15,19
"02/03/2020","Dept_24",23,26,25,30,26,32
"03/03/2020","Dept_24",28,33,34,43,40,48
"04/03/2020","Dept_24",40,47,48,61,50,65
"05/03/2020","Dept_24",52,65,65,83,62,79
"06/03/2020","Dept_24",63,76,79,102,75,96
"07/03/2020","Dept_24",71,89,90,114,87,110
"08/03/2020","Dept_24",78,98,103,132,101,130
"09/03/2020","Dept_24",93,116,114,146,108,140
"10/03/2020","Dept_24",103,131,121,157,121,158
"11/03/2020","Dept_24",110,142,133,173,132,170
"12/03/2020","Dept_24",120,157,149,192,146,187
"13/03/2020","Dept_24",132,172,162,210,159,204
"14/03/2020","Dept_24",145,187,168,220,175,221
"15/03/2020","Dept_24",157,204,181,236,195,242
"16/03/2020","Dept_24",175,224,192,249,203,253
"17/03/2020","Dept_24",183,236,202,261,215,266
"18/03/2020","Dept_24",196,250,209,273,231,285
"19/03/2020","Dept_24",212,270,216,283,241,297
"20/03/2020","Dept_24",222,281,224,294,256,314
"21/03/2020","Dept_24",226,286,242,317,267,326
"22/03/2020","Dept_24",235,300,255,334,273,334
"23/03/2020","Dept_24",241,309,263,344,290,355
"24/03/2020","Dept_24",252,321,284,370,306,372
"25/03/2020","Dept_24",265,334,299,385,317,385
"26/03/2020","Dept_24",280,350,305,391,333,405
"27/03/2020","Dept_24",295,365,314,402,344,419
"28/03/2020","Dept_24",310,383,324,418,364,443
"29/03/2020","Dept_24",317,392,332,427,375,456
"30/03/2020","Dept_24",328,403,338,439,396,479
"31/03/2020","Dept_24",347,423,346,449,414,501
"01/04/2020","Dept_24",362,441,359,466,430,523
"02/04/2020","Dept_24",373,453,369,481,444,541
"03/04/2020","Dept_24",380,462,377,490,465,567
"04/04/2020","Dept_24",390,474,386,503,475,580
"05/04/2020","Dept_24",398,486,401,522,491,599
"06/04/2020","Dept_24",409,504,413,535,498,608
"07/04/2020","Dept_24",420,522,424,549,511,623
"08/04/2020","Dept_24",433,535,429,557,523,638
"09/04/2020","Dept_24",438,540,437,566,532,651
"10/04/2020","Dept_24",449,552,450,583,541,662
"11/04/2020","Dept_24",459,565,456,593,557,683
"12/04/2020","Dept_24",466,576,468,612,566,694
"13/04/2020","Dept_24",474,585,479,623,576,707
"14/04/2020","Dept_24",482,597,489,636,581,714
"15/04/2020","Dept_24",487,604,498,648,586,723
"16/04/2020","Dept_24",494,614,512,664,599,739
"17/04/2020","Dept_24",505,626,524,684,609,751
"18/04/2020","Dept_24",516,638,533,693,627,772
"19/04/2020","Dept_24",524,648,542,703,639,787
"20/04/2020","Dept_24",530,656,550,714,656,805
"21/04/2020","Dept_24",540,666,560,729,667,820
"22/04/2020","Dept_24",553,682,567,738,675,834
"23/04/2020","Dept_24",563,696,578,753,690,854
"24/04/2020","Dept_24",567,701,589,769,704,870
"25/04/2020","Dept_24",576,715,601,785,708,877
"26/04/2020","Dept_24",586,726,609,795,714,886
"27/04/2020","Dept_24",593,734,615,805,725,901
"01/03/2020","Dept_25",10,12,14,16,13,13
"02/03/2020","Dept_25",25,29,23,26,30,31
"03/03/2020","Dept_25",36,43,37,40,43,45
"04/03/2020","Dept_25",44,54,44,48,58,61
"05/03/2020","Dept_25",58,70,62,67,80,85
"06/03/2020","Dept_25",76,90,78,84,97,102
"07/03/2020","Dept_25",83,100,96,104,110,116
"08/03/2020","Dept_25",91,108,107,116,118,129
"09/03/2020","Dept_25",102,122,121,132,135,149
"10/03/2020","Dept_25",117,139,137,151,153,171
"11/03/2020","Dept_25",131,153,147,165,162,180
"12/03/2020","Dept_25",148,174,156,174,178,196
"13/03/2020","Dept_25",162,190,166,188,189,207
"14/03/2020","Dept_25",170,200,187,213,200,220
"15/03/2020","Dept_25",186,216,203,230,213,235
"16/03/2020","Dept_25",202,235,212,242,227,249
"17/03/2020","Dept_25",217,252,221,255,243,269
"18/03/2020","Dept_25",229,265,231,266,255,286
"19/03/2020","Dept_25",247,283,246,285,271,303
"20/03/2020","Dept_25",273,310,259,299,276,309
"21/03/2020","Dept_25",293,333,267,309,286,322
"22/03/2020","Dept_25",312,353,277,319,300,336
"23/03/2020","Dept_25",332,373,290,333,318,356
"24/03/2020","Dept_25",353,395,296,339,336,376
"25/03/2020","Dept_25",374,417,305,351,352,393
"26/03/2020","Dept_25",398,443,313,360,366,414
"27/03/2020","Dept_25",412,459,319,368,383,431
"28/03/2020","Dept_25",432,480,331,382,393,446
"29/03/2020","Dept_25",452,502,349,401,406,462
"30/03/2020","Dept_25",474,528,365,420,416,472
"31/03/2020","Dept_25",497,552,371,427,433,492
"01/04/2020","Dept_25",521,580,383,440,445,504
"02/04/2020","Dept_25",539,600,392,450,459,520
"03/04/2020","Dept_25",563,625,401,459,477,540
"04/04/2020","Dept_25",582,650,410,470,488,554
"05/04/2020","Dept_25",614,684,420,482,497,565
"06/04/2020","Dept_25",636,707,427,491,512,580
"07/04/2020","Dept_25",644,718,437,503,525,596
"08/04/2020","Dept_25",659,733,443,510,540,614
"09/04/2020","Dept_25",687,762,451,520,553,631
"10/04/2020","Dept_25",710,785,457,526,563,643
"11/04/2020","Dept_25",733,808,460,530,577,658
"12/04/2020","Dept_25",747,823,470,543,587,670
"13/04/2020","Dept_25",766,843,476,549,600,684
"14/04/2020","Dept_25",784,863,480,555,616,700
"15/04/2020","Dept_25",799,881,493,569,627,712
"16/04/2020","Dept_25",820,906,504,580,642,727
"17/04/2020","Dept_25",842,929,511,590,652,740
"18/04/2020","Dept_25",858,948,522,602,662,751
"19/04/2020","Dept_25",872,964,529,609,677,769
"20/04/2020","Dept_25",883,978,537,617,681,776
"21/04/2020","Dept_25",900,997,545,627,689,788
"22/04/2020","Dept_25",911,1012,550,634,697,797
"23/04/2020","Dept_25",927,1028,566,654,714,816
"24/04/2020","Dept_25",941,1043,575,664,723,826
"25/04/2020","Dept_25",953,1057,580,671,729,833
"26/04/2020","Dept_25",965,1070,592,685,741,845
"27/04/2020","Dept_25",975,1080,604,698,749,854
"01/03/2020","Dept_26",12,13,10,12,17,21
"02/03/2020","Dept_26",23,26,30,32,36,41
"03/03/2020","Dept_26",36,41,42,46,50,57
"04/03/2020","Dept_26",44,52,58,63,56,64
"05/03/2020","Dept_26",59,67,66,75,72,82
"06/03/2020","Dept_26",74,83,78,87,91,104
"07/03/2020","Dept_26",85,96,90,101,109,125
"08/03/2020","Dept_26",99,113,103,116,122,139
"09/03/2020","Dept_26",118,133,118,133,138,155
"10/03/2020","Dept_26",125,143,135,151,149,167
"11/03/2020","Dept_26",139,159,150,169,159,180
"12/03/2020","Dept_26",149,175,157,177,164,188
"13/03/2020","Dept_26",165,193,163,185,179,203
"14/03/2020","Dept_26",171,200,185,209,189,213
"15/03/2020","Dept_26",184,213,200,224,199,226
"16/03/2020","Dept_26",197,228,212,236,215,243
"17/03/2020","Dept_26",215,246,222,246,225,253
"18/03/2020","Dept_26",229,261,230,256,238,268
"19/03/2020","Dept_26",243,276,237,263,249,281
"20/03/2020","Dept_26",256,289,249,275,267,301
"21/03/2020","Dept_26",271,305,262,292,287,324
"22/03/2020","Dept_26",285,321,275,306,300,337
"23/03/2020","Dept_26",305,343,291,322,312,351
"24/03/2020","Dept_26",329,367,304,335,328,367
"25/03/2020","Dept_26",344,385,318,351,340,381
"26/03/2020","Dept_26",362,406,328,361,358,401
"27/03/2020","Dept_26",378,425,338,376,375,420
"28/03/2020","Dept_26",397,448,354,396,398,443
"29/03/2020","Dept_26",413,466,367,412,414,461
"30/03/2020","Dept_26",431,484,380,428,424,474
"31/03/2020","Dept_26",443,498,394,443,437,487
"01/04/2020","Dept_26",459,515,404,454,445,497
"02/04/2020","Dept_26",480,538,418,468,456,509
"03/04/2020","Dept_26",496,558,432,484,469,523
"04/04/2020","Dept_26",519,582,444,496,478,533
"05/04/2020","Dept_26",532,597,458,510,488,545
"06/04/2020","Dept_26",550,615,467,521,500,558
"07/04/2020","Dept_26",567,633,475,530,518,576
"08/04/2020","Dept_26",586,652,488,545,529,589
"09/04/2020","Dept_26",598,668,503,563,538,598
"10/04/2020","Dept_26",612,683,512,572,549,610
"11/04/2020","Dept_26",624,696,522,582,563,625
"12/04/2020","Dept_26",634,706,529,589,571,635
"13/04/2020","Dept_26",648,723,535,596,580,648
"14/04/2020","Dept_26",657,733,547,608,598,669
"15/04/2020","Dept_26",672,749,554,616,609,684
"16/04/2020","Dept_26",685,762,568,633,626,701
"17/04/2020","Dept_26",701,781,575,641,642,719
"18/04/2020","Dept_26",717,797,593,660,653,732
"19/04/2020","Dept_26",733,814,606,674,667,746
"20/04/2020","Dept_26",745,827,626,695,678,757
"21/04/2020","Dept_26",752,835,640,712,692,772
"22/04/2020","Dept_26",759,843,649,722,706,787
"23/04/2020","Dept_26",762,847,663,739,721,803
"24/04/2020","Dept_26",769,854,674,751,731,815
"25/04/2020","Dept_26",773,858,690,767,744,829
"26/04/2020","Dept_26",777,862,700,779,749,838
"27/04/2020","Dept_26",783,868,712,793,758,850
"01/03/2020","Dept_27",11,18,13,15,15,17
"02/03/2020","Dept_27",23,30,23,27,29,33
"03/03/2020","Dept_27",32,40,34,40,39,47
"04/03/2020","Dept_27",37,46,47,55,54,65
"05/03/2020","Dept_27",47,58,55,66,68,82
"06/03/2020","Dept_27",59,73,72,83,82,99
"07/03/2020","Dept_27",70,84,84,97,97,115
"08/03/2020","Dept_27",82,97,99,114,112,132
"09/03/2020","Dept_27",98,116,108,124,124,148
"10/03/2020","Dept_27",112,132,118,134,142,168
"11/03/2020","Dept_27",123,144,124,141,151,178
"12/03/2020","Dept_27",132,154,137,157,166,193
"13/03/2020","Dept_27",142,165,148,170,172,201
"14/03/2020","Dept_27",151,176,157,180,180,211
"15/03/2020","Dept_27",161,187,164,189,191,224
"16/03/2020","Dept_27",170,199,173,199,199,233
"17/03/2020","Dept_27",180,213,178,204,204,241
"18/03/2020","Dept_27",190,223,189,219,215,254
"19/03/2020","Dept_27",204,241,196,228,222,265
"20/03/2020","Dept_27",210,247,207,241,230,274
"21/03/2020","Dept_27",214,253,219,255,244,289
"22/03/2020","Dept_27",222,263,231,271,256,303
"23/03/2020","Dept_27",229,272,241,282,270,320
"24/03/2020","Dept_27",236,281,250,295,281,332
"25/03/2020","Dept_27",245,291,257,304,294,346
"26/03/2020","Dept_27",251,299,267,315,310,366
"27/03/2020","Dept_27",263,315,281,331,326,385
"28/03/2020","Dept_27",277,331,285,336,331,396
"29/03/2020","Dept_27",297,355,294,345,342,409
"30/03/2020","Dept_27",317,379,305,357,349,419
"31/03/2020","Dept_27",331,398,316,371,366,438
"01/04/2020","Dept_27",351,423,325,382,378,452
"02/04/2020","Dept_27",365,439,331,392,393,470
"03/04/2020","Dept_27",377,455,342,405,405,485
"04/04/2020","Dept_27",397,477,349,412,412,493
"05/04/2020","Dept_27",414,494,363,428,423,505
"06/04/2020","Dept_27",432,515,374,441,432,518
"07/04/2020","Dept_27",452,539,387,457,442,530
"08/04/2020","Dept_27",474,561,400,472,449,537
"09/04/2020","Dept_27",491,582,409,484,455,545
"10/04/2020","Dept_27",510,603,422,499,470,562
"11/04/2020","Dept_27",530,624,432,511,477,570
"12/04/2020","Dept_27",545,640,439,518,488,585
"13/04/2020","Dept_27",561,660,449,532,498,597
"14/04/2020","Dept_27",578,680,451,536,508,608
"15/04/2020","Dept_27",596,700,470,556,517,618
"16/04/2020","Dept_27",606,712,482,569,530,632
"17/04/2020","Dept_27",617,724,494,585,539,642
"18/04/2020","Dept_27",636,747,502,594,551,656
"19/04/2020","Dept_27",650,763,514,609,560,667
"20/04/2020","Dept_27",661,778,528,624,570,678
"21/04/2020","Dept_27",678,798,536,634,577,689
"22/04/2020","Dept_27",689,811,546,646,592,708
"23/04/2020","Dept_27",702,824,557,660,601,718
"24/04/2020","Dept_27",713,837,563,667,606,726
"25/04/2020","Dept_27",729,853,569,673,612,733
"26/04/2020","Dept_27",738,864,576,682,623,746
"27/04/2020","Dept_27",744,870,586,693,633,757
"01/03/2020","Dept_28",12,13,9,11,9,10
"02/03/2020","Dept_28",27,28,20,22,20,24
"03/03/2020","Dept_28",41,43,28,32,32,37
"04/03/2020","Dept_28",55,57,37,41,44,49
"05/03/2020","Dept_28",62,66,46,50,54,59
"06/03/2020","Dept_28",77,83,60,64,64,72
"07/03/2020","Dept_28",91,98,70,76,72,83
"08/03/2020","Dept_28",99,106,77,83,80,94
"09/03/2020","Dept_28",110,118,93,100,92,106
"10/03/2020","Dept_28",126,134,102,109,103,118
"11/03/2020","Dept_28",136,144,117,126,112,128
"12/03/2020","Dept_28",148,156,126,136,134,150
"13/03/2020","Dept_28",153,162,138,150,139,156
"14/03/2020","Dept_28",168,180,155,167,148,166
"15/03/2020","Dept_28",181,195,160,175,155,173
"16/03/2020","Dept_28",190,204,172,188,163,181
"17/03/2020","Dept_28",204,218,183,199,176,195
"18/03/2020","Dept_28",215,229,197,216,185,205
"19/03/2020","Dept_28",224,240,209,228,193,214
"20/03/2020","Dept_28",241,258,218,239,212,233
"21/03/2020","Dept_28",257,276,227,248,222,243
"22/03/2020","Dept_28",261,282,234,256,239,261
"23/03/2020","Dept_28",272,294,246,269,249,273
"24/03/2020","Dept_28",284,307,253,278,256,281
"25/03/2020","Dept_28",296,320,257,286,266,293
"26/03/2020","Dept_28",303,330,265,294,278,305
"27/03/2020","Dept_28",320,347,280,309,290,320
"28/03/2020","Dept_28",339,368,289,321,296,328
"29/03/2020","Dept_28",346,375,298,332,308,341
"30/03/2020","Dept_28",363,397,307,343,327,360
"31/03/2020","Dept_28",370,405,314,352,342,376
"01/04/2020","Dept_28",382,420,327,367,351,385
"02/04/2020","Dept_28",394,434,335,378,362,399
"03/04/2020","Dept_28",411,455,344,387,375,415
"04/04/2020","Dept_28",422,468,350,395,385,426
"05/04/2020","Dept_28",439,487,361,407,398,439
"06/04/2020","Dept_28",458,507,364,411,409,451
"07/04/2020","Dept_28",469,520,377,424,418,460
"08/04/2020","Dept_28",485,536,383,433,430,474
"09/04/2020","Dept_28",497,550,393,443,438,484
"10/04/2020","Dept_28",513,574,396,446,449,495
"11/04/2020","Dept_28",525,587,406,457,454,500
"12/04/2020","Dept_28",542,605,414,465,465,511
"13/04/2020","Dept_28",555,621,423,475,478,525
"14/04/2020","Dept_28",566,636,431,483,487,535
"15/04/2020","Dept_28",577,650,440,493,489,537
"16/04/2020","Dept_28",589,665,448,502,497,546
"17/04/2020","Dept_28",604,682,460,514,511,561
"18/04/2020","Dept_28",619,698,462,517,522,573
"19/04/2020","Dept_28",628,712,474,529,529,580
"20/04/2020","Dept_28",644,729,481,538,538,589
"21/04/2020","Dept_28",668,753,494,552,547,602
"22/04/2020","Dept_28",682,768,507,566,562,620
"23/04/2020","Dept_28",694,781,514,574,574,633
"24/04/2020","Dept_28",710,799,529,591,586,645
"25/04/2020","Dept_28",719,809,537,601,593,653
"26/04/2020","Dept_28",728,818,549,615,600,661
"27/04/2020","Dept_28",740,831,558,625,608,671
"01/03/2020","Dept_29",27,29,33,35,29,31
"02/03/2020","Dept_29",61,65,63,66,75,79
"03/03/2020","Dept_29",92,96,83,88,128,133
"04/03/2020","Dept_29",113,117,109,117,165,171
"05/03/2020","Dept_29",144,150,130,140,200,206
"06/03/2020","Dept_29",176,182,163,175,233,240
"07/03/2020","Dept_29",197,205,195,208,264,273
"08/03/2020","Dept_29",229,238,228,242,310,321
"09/03/2020","Dept_29",262,272,247,263,334,345
"10/03/2020","Dept_29",296,308,282,298,375,390
"11/03/2020","Dept_29",319,333,310,328,413,430
"12/03/2020","Dept_29",344,361,351,372,455,475
"13/03/2020","Dept_29",377,396,375,397,486,509
"14/03/2020","Dept_29",408,428,405,427,522,548
"15/03/2020","Dept_29",434,457,427,449,552,579
"16/03/2020","Dept_29",461,486,451,475,580,608
"17/03/2020","Dept_29",497,522,479,505,611,642
"18/03/2020","Dept_29",524,552,501,527,637,670
"19/03/2020","Dept_29",565,595,526,554,675,709
"20/03/2020","Dept_29",592,622,557,585,708,742
"21/03/2020","Dept_29",625,655,581,611,746,781
"22/03/2020","Dept_29",660,692,610,640,774,809
"23/03/2020","Dept_29",683,716,635,665,811,847
"24/03/2020","Dept_29",707,743,657,688,837,875
"25/03/2020","Dept_29",743,782,690,723,878,918
"26/03/2020","Dept_29",762,802,715,749,898,939
"27/03/2020","Dept_29",785,826,739,774,931,975
"28/03/2020","Dept_29",814,856,775,812,967,1015
"29/03/2020","Dept_29",838,881,795,833,993,1045
"30/03/2020","Dept_29",868,911,822,860,1027,1079
"31/03/2020","Dept_29",905,951,852,890,1064,1117
"01/04/2020","Dept_29",947,996,883,922,1093,1149
"02/04/2020","Dept_29",966,1019,913,952,1125,1182
"03/04/2020","Dept_29",991,1044,945,986,1151,1209
"04/04/2020","Dept_29",1015,1069,963,1004,1174,1234
"05/04/2020","Dept_29",1034,1093,984,1028,1205,1266
"06/04/2020","Dept_29",1064,1124,1004,1050,1233,1295
"07/04/2020","Dept_29",1095,1157,1025,1072,1263,1325
"08/04/2020","Dept_29",1119,1183,1048,1098,1291,1355
"09/04/2020","Dept_29",1139,1205,1087,1137,1314,1378
"10/04/2020","Dept_29",1176,1246,1108,1159,1343,1408
"11/04/2020","Dept_29",1206,1278,1137,1189,1371,1436
"12/04/2020","Dept_29",1226,1299,1163,1216,1399,1465
"13/04/2020","Dept_29",1248,1323,1190,1243,1422,1488
"14/04/2020","Dept_29",1274,1349,1216,1269,1454,1523
"15/04/2020","Dept_29",1308,1386,1247,1302,1483,1553
"16/04/2020","Dept_29",1328,1407,1273,1329,1517,1589
"17/04/2020","Dept_29",1365,1444,1304,1360,1550,1626
"18/04/2020","Dept_29",1391,1471,1329,1385,1571,1651
"19/04/2020","Dept_29",1416,1497,1346,1402,1590,1672
"20/04/2020","Dept_29",1440,1521,1376,1434,1620,1708
"21/04/2020","Dept_29",1467,1548,1396,1457,1643,1731
"22/04/2020","Dept_29",1490,1573,1425,1487,1668,1758
"23/04/2020","Dept_29",1517,1600,1454,1516,1689,1781
"24/04/2020","Dept_29",1536,1620,1478,1540,1717,1810
"25/04/2020","Dept_29",1559,1644,1500,1562,1742,1836
"26/04/2020","Dept_29",1588,1673,1532,1596,1773,1868
"27/04/2020","Dept_29",1609,1697,1566,1631,1798,1895
"01/03/2020","Dept_2A",2,3,2,3,6,7
"02/03/2020","Dept_2A",6,8,7,9,11,13
"03/03/2020","Dept_2A",14,16,9,12,12,15
"04/03/2020","Dept_2A",18,21,13,17,14,18
"05/03/2020","Dept_2A",26,30,22,26,18,24
"06/03/2020","Dept_2A",32,37,31,35,24,34
"07/03/2020","Dept_2A",38,44,32,38,30,40
"08/03/2020","Dept_2A",42,48,37,43,33,45
"09/03/2020","Dept_2A",47,53,38,44,37,49
"10/03/2020","Dept_2A",53,60,42,48,38,52
"11/03/2020","Dept_2A",55,64,47,53,39,55
"12/03/2020","Dept_2A",62,71,48,54,43,61
"13/03/2020","Dept_2A",66,77,50,56,48,66
"14/03/2020","Dept_2A",69,80,55,62,51,69
"15/03/2020","Dept_2A",75,86,56,63,58,76
"16/03/2020","Dept_2A",82,93,60,67,62,81
"17/03/2020","Dept_2A",84,95,63,70,65,85
"18/03/2020","Dept_2A",89,101,68,76,68,88
"19/03/2020","Dept_2A",98,110,69,77,73,93
"20/03/2020","Dept_2A",103,116,70,78,79,99
"21/03/2020","Dept_2A",111,124,72,80,80,100
"22/03/2020","Dept_2A",115,129,76,84,84,104
"23/03/2020","Dept_2A",115,130,79,87,89,110
"24/03/2020","Dept_2A",119,134,83,92,93,116
"25/03/2020","Dept_2A",126,141,88,97,97,122
"26/03/2020","Dept_2A",129,144,92,101,99,126
"27/03/2020","Dept_2A",133,149,95,106,101,128
"28/03/2020","Dept_2A",134,152,98,109,104,133
"29/03/2020","Dept_2A",136,154,101,112,109,139
"30/03/2020","Dept_2A",139,157,104,116,112,142
"31/03/2020","Dept_2A",144,162,110,123,115,146
"01/04/2020","Dept_2A",152,171,112,125,116,147
"02/04/2020","Dept_2A",155,174,113,126,118,149
"03/04/2020","Dept_2A",163,182,119,133,122,153
"04/04/2020","Dept_2A",165,184,123,137,124,156
"05/04/2020","Dept_2A",172,192,126,140,127,159
"06/04/2020","Dept_2A",176,197,130,146,129,161
"07/04/2020","Dept_2A",178,200,133,149,132,165
"08/04/2020","Dept_2A",185,207,138,154,135,170
"09/04/2020","Dept_2A",195,219,143,159,136,171
"10/04/2020","Dept_2A",198,222,149,166,137,172
"11/04/2020","Dept_2A",199,224,151,169,140,175
"12/04/2020","Dept_2A",208,233,152,171,144,179
"13/04/2020","Dept_2A",213,238,155,175,148,183
"14/04/2020","Dept_2A",215,241,158,178,148,183
"15/04/2020","Dept_2A",219,245,161,181,155,191
"16/04/2020","Dept_2A",221,248,164,186,157,193
